Number,trans_description,year,tidal_ht_m,tidal_ht_cat_num,bare_rock,calothr,Halichondria,Spongomorpha,chaetomo,ulva_lac,ascophyl,lamin_di,lamin_sa,fucus_spir,fucus_vesic,fucus_dist,fucus_sp,chondrus,mastocar,petrocel,corralina,ceramium,lithothamn,Enteromorpha,tectura,semibal,mytilus,litt_sax,litt_lit,litt_obt,nucella,carcinus,Cancer crabs
0,a_cobble_protected,2017,-0.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,2,0,58,0,0,0,0,0,64,0,0,0,0
0,a_cobble_protected,2017,-0.13,1,5,0,0,0,0,5,0,0,0,0,5,0,0,0,20,0,5,0,60,0,0,0,0,0,0,0,0,0,0
0,a_cobble_protected,2017,-0.13,1,5,0,0,0,0,0,0,0,0,0,5,0,0,0,20,0,15,0,55,0,0,0,0,0,0,16,0,0,0
0,a_cobble_protected,2018,0.38,2,10,12,0,0,0,0,10,0,0,0,60,0,0,0,0,0,0,0,0,0,0,8,0,0,112,80,0,0,0
0,a_cobble_protected,2018,0.38,2,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,112,16,0,0,0
0,a_cobble_protected,2018,0.78,2,0,65,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
0,a_cobble_protected,2018,0.78,2,30,20,0,0,0,0,5,0,0,10,30,0,0,0,0,0,0,0,0,0,0,5,0,0,48,0,0,0,0
0,a_cobble_protected,2018,1.18,3,10,80,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
0,a_cobble_protected,2018,1.18,3,80,7,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,a_cobble_protected,2018,1.58,4,0,96,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,16,16,16,0,0,0
0,a_cobble_protected,2018,1.58,4,0,60,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,32,0,0,0,0
0,a_cobble_protected,2018,1.98,4,0,98,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
0,a_cobble_protected,2018,1.98,4,0,91,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,0,0,0,0,0
0,a_cobble_protected,2018,1.98,4,0,98,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,a_cobble_protected,2018,2.38,4,45,5,0,0,0,0,40,0,0,7,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
0,a_cobble_protected,2018,2.38,4,60,15,0,0,0,0,20,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,a_cobble_protected,2018,2.38,4,43,35,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
0,a_cobble_protected,2018,2.78,5,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,a_cobble_protected,2018,2.78,5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,a_cobble_protected,2018,2.78,5,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,a_cobble_protected,2018,3.18,6,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,a_cobble_protected,2018,3.18,6,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,a_cobble_protected,2018,3.18,6,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,a_cobble_protected,,3.37,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,a_cobble_protected,,3.37,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,a_cobble_protected,,3.37,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,a_cobble_protected,,3.7,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,a_cobble_protected,,3.7,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,a_cobble_protected,,3.7,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,a_cobble_protected,,4.35,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,a_cobble_protected,,4.35,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,a_cobble_protected,,4.35,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,a_cobble_protected,,4.87,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,a_cobble_protected,,4.87,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,a_cobble_protected,,4.87,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,c_Flat_profile,2016,0.36,1,5,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,5,0,15,0,0,0,0,0,144,32,0,0,16
2,c_Flat_profile,2016,0.36,1,6,0,0,0,0,0,0,0,0,0,2,2,0,80,0,0,0,0,10,0,0,0,0,0,0,0,32,0,32
2,c_Flat_profile,2016,0.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85,5,0,0,0,10,0,0,0,0,0,256,16,0,16,48
2,c_Flat_profile,2017,0.56,2,5,0,0,0,0,0,0,0,0,0,0,20,0,0,75,0,0,0,0,0,0,0,0,0,320,0,32,0,16
2,c_Flat_profile,2017,0.56,2,8,0,0,0,0,2,0,0,0,0,0,10,0,0,80,0,0,0,0,0,0,0,0,0,80,16,0,0,16
2,c_Flat_profile,2017,0.56,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,10,0,0,0,0,0,0,0,176,0,0,0,0
2,c_Flat_profile,2017,0.96,3,0,0,0,0,0,0,5,0,0,0,30,0,0,0,60,0,0,0,0,0,0,5,0,0,32,32,16,0,0
2,c_Flat_profile,2017,0.96,3,5,0,0,0,0,0,5,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,96,0,0,0,0
2,c_Flat_profile,2017,0.96,3,0,0,0,0,0,0,0,0,0,0,0,30,0,0,65,0,0,0,0,0,0,5,0,0,0,0,0,0,16
2,c_Flat_profile,2017,1.36,4,10,0,0,0,0,0,10,0,0,0,5,0,0,0,60,0,0,0,0,0,0,15,0,0,80,16,0,0,0
2,c_Flat_profile,2017,1.36,4,20,0,0,0,0,0,5,0,0,0,0,0,0,0,70,0,0,0,0,0,0,5,0,0,64,0,0,0,0
2,c_Flat_profile,2017,1.36,4,20,0,0,0,0,0,30,0,0,0,10,0,0,0,20,0,0,0,0,0,0,20,0,0,96,16,0,0,0
2,c_Flat_profile,2017,1.76,4,0,0,0,0,0,0,10,0,0,0,5,0,0,0,80,0,0,0,0,0,0,5,0,0,32,16,0,0,16
2,c_Flat_profile,2017,1.76,4,10,0,0,0,0,0,10,0,0,0,30,0,0,0,20,0,0,0,10,0,16,20,0,0,32,32,0,0,0
2,c_Flat_profile,2017,1.76,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,30,10,0,0,20,0,0,30,0,0,0,16,16,0,32
2,c_Flat_profile,2017,2.16,4,35,0,0,0,0,0,10,0,0,0,20,0,0,0,15,0,0,0,20,0,0,0,0,0,32,0,0,0,0
2,c_Flat_profile,2017,2.16,4,10,0,0,0,0,0,0,0,0,0,20,0,0,0,0,10,0,0,20,0,0,40,0,0,48,0,0,0,0
2,c_Flat_profile,2017,2.16,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,20,0,0,30,0,0,40,0,0,0,112,64,0,0
2,c_Flat_profile,2017,2.56,5,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,16,0,0,0
2,c_Flat_profile,2017,2.56,5,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
2,c_Flat_profile,2017,2.56,5,10,20,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0
2,c_Flat_profile,2017,2.96,6,15,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
2,c_Flat_profile,2017,2.96,6,8,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2,c_Flat_profile,2017,2.96,6,79,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,c_Flat_profile,2017,3.36,7,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,c_Flat_profile,2017,3.36,7,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,c_Flat_profile,2017,3.36,7,65,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,16,0,0,0,0
2,c_Flat_profile,2017,3.49,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,c_Flat_profile,2017,3.49,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,c_Flat_profile,2017,3.49,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,c_Flat_profile,2017,4.5,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,c_Flat_profile,2017,4.5,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,c_Flat_profile,2017,4.5,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,c_Flat_profile,,4.87,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,c_Flat_profile,,4.87,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,c_Flat_profile,,4.87,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,d_semi_expos,2015,-0.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,10,25,0,10,0,0,0,0,0,0,0,0,16,0
3,d_semi_expos,2015,-0.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,5,10,0,0,0,0,0,0,0,16,0,0,0,0
3,d_semi_expos,2015,-0.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0
3,d_semi_expos,2015,-0.17,1,2,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,15,10,0,0,0,3,0,0,0,0,0,0,0
3,d_semi_expos,2015,-0.17,1,5,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0
3,d_semi_expos,2015,-0.17,1,7,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,20,5,0,0,0,0,0,0,0,0,0,0,0
3,d_semi_expos,2015,0.03,1,15,0,0,5,0,0,0,0,0,0,0,10,0,38,0,0,30,0,0,0,0,2,0,0,0,0,0,0,0
3,d_semi_expos,2015,0.03,1,79,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,1,0,0,32,0,0,0,0
3,d_semi_expos,2015,0.03,1,4,0,0,0,0,0,0,0,0,0,0,15,0,40,0,0,41,0,0,0,0,0,0,0,32,0,0,0,0
3,d_semi_expos,2018,0.33,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,d_semi_expos,2018,0.33,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,d_semi_expos,2018,0.33,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,d_semi_expos,2018,0.83,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,d_semi_expos,2018,0.83,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,d_semi_expos,2018,0.83,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,d_semi_expos,2018,1.23,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,d_semi_expos,2018,1.23,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,d_semi_expos,2018,1.23,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,d_semi_expos,2018,1.63,4,8,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,75,10,0,0,112,16,0,0
3,d_semi_expos,2018,1.63,4,43,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,40,2,0,0,64,32,0,0
3,d_semi_expos,2018,1.63,4,30,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,40,0,0,0,240,32,0,0
3,d_semi_expos,2018,2.03,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,3,0,0,1776,0,0,0
3,d_semi_expos,2018,2.03,4,49,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,40,1,0,0,1776,0,0,0
3,d_semi_expos,2018,2.03,4,69,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,0,0,0,848,0,0,0
3,d_semi_expos,2018,2.43,4,99.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,128,0,0,0,0,0
3,d_semi_expos,2018,2.43,4,95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0
3,d_semi_expos,2018,2.43,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,64,0,0,0
3,d_semi_expos,2018,2.83,5,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
3,d_semi_expos,2018,2.83,5,5,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,d_semi_expos,2018,2.83,5,8,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,d_semi_expos,,3,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,d_semi_expos,,3,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,d_semi_expos,,3,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,d_semi_expos,,3.37,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,d_semi_expos,,3.37,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,d_semi_expos,,3.37,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,d_semi_expos,,3.7,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,d_semi_expos,,3.7,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,d_semi_expos,,3.7,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,d_semi_expos,,4.35,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,d_semi_expos,,4.35,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,d_semi_expos,,4.35,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,d_semi_expos,,4.87,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,d_semi_expos,,4.87,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,d_semi_expos,,4.87,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,e_exposed,2017,0.07,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,30,0,0,0,0,0,0,0,0,0,0,0,0
4,e_exposed,2017,0.07,1,20,0,0,0,0,5,0,0,0,0,0,0,0,0,65,0,10,0,0,0,0,0,0,0,0,0,0,0,0
4,e_exposed,2017,0.07,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,20,0,0,0,0,0,0,0,0,0,0,0,0
4,e_exposed,2017,0.47,2,35,0,0,0,0,0,0,0,0,0,0,50,0,0,5,0,0,0,0,0,0,10,0,0,0,0,16,0,0
4,e_exposed,2017,0.47,2,7,0,0,0,0,3,0,0,0,0,0,80,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,e_exposed,2017,0.47,2,10,0,0,0,0,20,0,0,0,0,0,5,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,e_exposed,2017,0.87,3,10,0,0,0,0,0,0,0,0,0,0,25,0,0,0,55,0,0,0,0,0,10,0,0,0,0,0,0,0
4,e_exposed,2017,0.87,3,0,0,0,0,0,0,0,0,0,0,0,25,0,0,30,25,0,0,0,0,0,20,0,0,0,0,0,0,0
4,e_exposed,2017,0.87,3,0,0,0,0,0,0,0,0,0,0,0,50,0,0,10,25,0,0,0,0,0,15,0,0,0,0,0,0,0
4,e_exposed,2017,1.27,4,8,0,0,0,0,0,0,0,0,0,5,22,0,0,5,30,0,0,0,0,0,30,0,0,0,0,0,0,0
4,e_exposed,2017,1.27,4,0,0,0,0,0,0,0,0,0,0,3,47,0,0,10,20,0,0,0,0,0,20,0,0,0,0,0,0,0
4,e_exposed,2017,1.27,4,20,0,0,0,0,0,0,0,0,0,0,50,0,0,0,10,0,0,0,0,0,20,0,0,0,0,0,0,0
4,e_exposed,2017,1.67,4,20,0,0,0,0,0,0,0,0,0,0,30,0,0,0,20,0,0,0,0,0,30,0,0,0,16,0,0,0
4,e_exposed,2017,1.67,4,10,0,0,0,0,0,0,0,0,0,0,70,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0
4,e_exposed,2017,1.67,4,40,0,0,0,0,0,0,0,0,0,0,20,0,0,0,10,0,0,0,0,0,30,0,0,0,0,0,0,0
4,e_exposed,2017,2.07,4,25,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,30,5,0,0,32,0,0,0
4,e_exposed,2017,2.07,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,60,5,0,0,0,0,0,0
4,e_exposed,2017,2.07,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,75,10,0,0,0,0,0,0
4,e_exposed,2017,2.47,5,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0
4,e_exposed,2017,2.47,5,20,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,70,0,0,0,32,0,0,0
4,e_exposed,2017,2.47,5,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0
4,e_exposed,2017,2.87,6,92,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
4,e_exposed,2017,2.87,6,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
4,e_exposed,2017,2.87,6,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
4,e_exposed,2017,3.27,7,85,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,e_exposed,2017,3.27,7,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,e_exposed,2017,3.27,7,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0
4,e_exposed,2017,3.67,8,15,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,e_exposed,2017,3.67,8,25,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,e_exposed,2017,3.67,8,15,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,e_exposed,2017,4.07,9,8,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,e_exposed,2017,4.07,9,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,e_exposed,2017,4.07,9,5,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,e_exposed,2017,4.47,9,16,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,e_exposed,2017,4.47,9,27,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,e_exposed,2017,4.47,9,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,e_exposed,2017,4.87,10,85,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,e_exposed,2017,4.87,10,15,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,e_exposed,2017,4.87,10,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
